time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min)
2015-01-17T12:00:00,-68.4856,-4.4672,0.000,0.1,980.3,0.0,16.000000,44.000000,0
2015-01-17T13:00:00,-68.4780,-4.4458,0.339,0.1,980.6,0.0,16.000000,40.000000,0
2015-01-17T14:00:00,-68.4702,-4.4234,0.351,0.2,980.8,19.0,16.000000,40.000000,0
2015-01-17T15:00:00,-68.4616,-4.4048,0.340,0.2,981.2,0.9,16.000000,44.000000,0
2015-01-17T16:00:00,-68.4526,-4.3912,0.319,0.3,981.7,1.1,16.000000,44.000000,0
2015-01-17T17:00:00,-68.4444,-4.3826,0.272,0.3,982.1,1.4,16.000000,44.000000,0
2015-01-17T18:00:00,-68.4370,-4.3790,0.233,0.2,982.6,1.4,16.000000,44.000000,0
2015-01-17T19:00:00,-68.4306,-4.3770,0.200,0.2,983.2,1.6,16.000000,44.000000,0
2015-01-17T20:00:00,-68.4258,-4.3778,0.149,0.1,984.0,1.8,16.000000,40.000000,0
2015-01-17T21:00:00,-68.4232,-4.3794,0.083,0.0,984.5,1.9,16.000000,44.000000,0
2015-01-17T22:00:00,-68.4232,-4.3786,0.009,-0.1,985.0,1.7,16.000000,40.000000,0
2015-01-17T23:00:00,-68.4258,-4.3758,0.087,-0.2,985.6,1.6,16.000000,44.000000,0
2015-01-18T00:00:00,-68.4278,-4.3706,0.086,-0.2,985.9,1.4,16.000000,44.000000,0
2015-01-18T01:00:00,-68.4290,-4.3668,0.057,-0.3,985.8,0.9,16.000000,44.000000,0
2015-01-18T02:00:00,-68.4300,-4.3626,0.057,-0.4,986.1,0.5,16.000000,44.000000,0
2015-01-18T03:00:00,-68.4300,-4.3620,0.007,-0.4,985.8,-0.1,16.000000,44.000000,0
2015-01-18T04:00:00,-68.4304,-4.3632,0.018,-0.5,986.1,0.2,16.000000,44.000000,0
2015-01-18T05:00:00,-68.4304,-4.3688,0.064,-0.5,985.6,-0.5,16.000000,44.000000,0
2015-01-18T06:00:00,-68.4304,-4.3822,0.153,-0.4,985.0,-0.8,16.000000,48.000000,0
2015-01-18T07:00:00,-68.4312,-4.4040,0.250,-0.2,984.7,-1.4,16.000000,44.000000,0
2015-01-18T08:00:00,-68.4338,-4.4358,0.371,-0.1,983.9,-1.7,16.000000,44.000000,0
2015-01-18T09:00:00,-68.4392,-4.4748,0.475,-0.1,982.9,-2.1,16.000000,44.000000,0
2015-01-18T10:00:00,-68.4476,-4.5142,0.519,0.0,981.8,-2.8,16.000000,44.000000,0
2015-01-18T11:00:00,-68.4596,-4.5574,0.617,0.0,980.5,-3.4,16.000000,44.000000,0
2015-01-18T12:00:00,-68.4742,-4.5998,0.661,-0.1,979.1,-3.8,16.000000,44.000000,0
2015-01-18T13:00:00,-68.4896,-4.6422,0.678,-0.1,977.6,-4.2,16.000000,40.000000,0
2015-01-18T14:00:00,-68.5044,-4.6866,0.682,-0.1,975.8,-4.7,16.000000,44.000000,0
2015-01-18T15:00:00,-68.5186,-4.7360,0.713,-0.1,974.2,-4.9,16.000000,44.000000,0
2015-01-18T16:00:00,-68.5334,-4.7924,0.788,-0.2,972.8,-4.9,16.000000,44.000000,0
2015-01-18T17:00:00,-68.5494,-4.8512,0.831,-0.4,971.3,-4.5,16.000000,44.000000,0
2015-01-18T18:00:00,-68.5664,-4.9098,0.848,-0.4,970.3,-3.9,16.000000,44.000000,0
2015-01-18T19:00:00,-68.5844,-4.9650,0.838,-0.6,969.4,-3.4,16.000000,44.000000,0
2015-01-18T20:00:00,-68.6012,-5.0096,0.725,-0.6,969.0,-2.3,16.000000,40.000000,0
2015-01-18T21:00:00,-68.6168,-5.0452,0.629,-0.7,968.6,-1.7,16.000000,44.000000,0
2015-01-18T22:00:00,-68.6324,-5.0724,0.573,-0.7,968.7,-0.7,16.000000,44.000000,0
2015-01-18T23:00:00,-68.6454,-5.0846,0.426,-1.7,969.4,0.5,16.000000,44.000000,0
2015-01-19T00:00:00,-68.6546,-5.0818,0.287,-1.7,969.9,1.2,16.000000,44.000000,0
2015-01-19T01:00:00,-68.6612,-5.0804,0.205,-1.7,970.2,1.5,16.000000,40.000000,0
2015-01-19T02:00:00,-68.6658,-5.0864,0.158,-1.7,970.2,0.8,16.000000,40.000000,0
2015-01-19T03:00:00,-68.6688,-5.1004,0.183,-1.7,970.4,0.5,16.000000,44.000000,0
2015-01-19T04:00:00,-68.6700,-5.1230,0.258,-1.7,970.3,0.1,16.000000,40.000000,0
2015-01-19T05:00:00,-68.6724,-5.1554,0.373,-1.7,970.3,0.1,16.000000,48.000000,0
2015-01-19T06:00:00,-68.6790,-5.1986,0.528,-1.7,970.3,-0.1,16.000000,44.000000,0
2015-01-19T07:00:00,-68.6888,-5.2428,0.584,-1.7,970.4,0.1,16.000000,44.000000,0
2015-01-19T08:00:00,-68.7022,-5.2814,0.601,-1.7,970.8,0.5,16.000000,44.000000,0
2015-01-19T09:00:00,-68.7196,-5.3102,0.629,-1.7,971.1,0.9,16.000000,44.000000,0
2015-01-19T10:00:00,-68.7378,-5.3280,0.598,-1.7,971.5,1.2,16.000000,44.000000,0
2015-01-19T11:00:00,-68.7552,-5.3390,0.553,-1.7,971.7,1.0,16.000000,44.000000,0
2015-01-19T12:00:00,-68.7718,-5.3440,0.517,-1.7,971.9,0.8,16.000000,44.000000,0
2015-01-19T13:00:00,-68.7856,-5.3456,0.428,-1.7,972.1,0.6,16.000000,44.000000,0
2015-01-19T14:00:00,-68.7966,-5.3482,0.342,-1.7,972.1,0.4,16.000000,44.000000,0
2015-01-19T15:00:00,-68.8040,-5.3536,0.237,-1.6,972.1,0.2,16.000000,44.000000,0
2015-01-19T16:00:00,-68.8088,-5.3672,0.213,-1.7,971.9,-0.2,16.000000,44.000000,0
2015-01-19T17:00:00,-68.8126,-5.3898,0.279,-1.7,971.8,-0.3,16.000000,44.000000,0
2015-01-19T18:00:00,-68.8182,-5.4206,0.386,-1.7,971.8,-0.3,16.000000,44.000000,0
2015-01-19T19:00:00,-68.8262,-5.4546,0.454,-1.7,971.8,-0.1,16.000000,44.000000,0
2015-01-19T20:00:00,-68.8360,-5.4912,0.510,-1.7,971.9,0.1,16.000000,44.000000,0
2015-01-19T21:00:00,-68.8494,-5.5246,0.559,-1.7,972.0,0.2,16.000000,44.000000,0
2015-01-19T22:00:00,-68.8646,-5.5472,0.535,-1.6,971.9,0.1,16.000000,44.000000,0
2015-01-19T23:00:00,-68.8786,-5.5586,0.452,-1.7,972.0,0.1,16.000000,44.000000,0
2015-01-20T00:00:00,-68.8916,-5.5636,0.407,-1.7,971.9,-0.1,16.000000,44.000000,0
2015-01-20T01:00:00,-68.9008,-5.5652,0.286,-1.7,971.8,-0.1,16.000000,48.000000,0
2015-01-20T02:00:00,-68.9072,-5.5710,0.209,-1.7,971.7,-0.3,16.000000,44.000000,0
2015-01-20T03:00:00,-68.9124,-5.5812,0.197,-1.7,971.5,-0.5,16.000000,44.000000,0
2015-01-20T04:00:00,-68.9160,-5.5938,0.179,-1.7,971.4,-0.5,16.000000,44.000000,0
2015-01-20T05:00:00,-68.9188,-5.6122,0.223,-1.7,971.3,-0.4,16.000000,48.000000,0
2015-01-20T06:00:00,-68.9218,-5.6378,0.300,-1.6,971.2,-0.3,16.000000,44.000000,0
2015-01-20T07:00:00,-68.9258,-5.6672,0.351,-1.7,971.4,0.1,16.000000,40.000000,0
2015-01-20T08:00:00,-68.9328,-5.6982,0.408,-1.7,971.6,0.3,16.000000,48.000000,0
2015-01-20T09:00:00,-68.9422,-5.7240,0.409,-1.7,971.8,0.5,16.000000,44.000000,0
2015-01-20T10:00:00,-68.9520,-5.7432,0.371,-1.6,971.8,0.4,16.000000,44.000000,0
2015-01-20T11:00:00,-68.9618,-5.7586,0.349,-1.6,971.9,0.3,16.000000,40.000000,0
2015-01-20T12:00:00,-68.9722,-5.7688,0.342,-1.6,972.1,0.4,16.000000,40.000000,0
2015-01-20T13:00:00,-68.9824,-5.7742,0.322,-1.7,972.2,0.4,16.000000,44.000000,0
2015-01-20T14:00:00,-68.9902,-5.7794,0.249,-1.7,972.3,0.4,16.000000,44.000000,0
2015-01-20T15:00:00,-68.9960,-5.7892,0.210,-1.6,972.3,0.1,16.000000,44.000000,0
2015-01-20T16:00:00,-69.0018,-5.8062,0.261,-1.7,972.5,0.3,16.000000,44.000000,0
2015-01-20T17:00:00,-69.0072,-5.8330,0.342,-1.7,972.5,0.2,16.000000,44.000000,0
2015-01-20T18:00:00,-69.0130,-5.8680,0.428,-1.7,972.7,0.4,16.000000,44.000000,0
2015-01-20T19:00:00,-69.0194,-5.9056,0.462,-1.7,972.9,0.3,16.000000,40.000000,0
2015-01-20T20:00:00,-69.0260,-5.9514,0.548,-1.7,973.3,0.8,16.000000,44.000000,0
2015-01-20T21:00:00,-69.0348,-5.9974,0.579,-1.7,973.5,0.8,16.000000,40.000000,0
2015-01-20T22:00:00,-69.0452,-6.0392,0.565,-1.7,973.8,0.9,16.000000,40.000000,0
2015-01-20T23:00:00,-69.0564,-6.0740,0.519,-1.7,974.0,0.7,16.000000,44.000000,0
2015-01-21T00:00:00,-69.0688,-6.1004,0.483,-1.7,974.1,0.6,16.000000,44.000000,0
2015-01-21T01:00:00,-69.0804,-6.1226,0.435,-1.7,974.1,0.3,16.000000,44.000000,0
2015-01-21T02:00:00,-69.0912,-6.1424,0.400,-1.7,974.2,0.1,16.000000,44.000000,0
2015-01-21T03:00:00,-69.0998,-6.1612,0.338,-1.7,974.2,0.1,16.000000,44.000000,0
2015-01-21T04:00:00,-69.1068,-6.1822,0.318,-1.7,974.2,0.2,16.000000,44.000000,0
2015-01-21T05:00:00,-69.1130,-6.2086,0.349,-1.7,974.5,0.3,16.000000,44.000000,0
2015-01-21T06:00:00,-69.1190,-6.2390,0.384,-1.7,974.7,0.5,16.000000,44.000000,0
2015-01-21T07:00:00,-69.1258,-6.2740,0.440,-1.6,975.0,0.8,16.000000,44.000000,0
2015-01-21T08:00:00,-69.1322,-6.3100,0.444,-1.7,975.2,0.7,16.000000,44.000000,0
2015-01-21T09:00:00,-69.1404,-6.3512,0.521,-1.7,975.4,0.7,16.000000,40.000000,0
2015-01-21T10:00:00,-69.1512,-6.3882,0.528,-1.7,975.7,0.7,16.000000,40.000000,0
2015-01-21T11:00:00,-69.1642,-6.4128,0.486,-1.6,975.9,0.7,16.000000,44.000000,0
2015-01-21T12:00:00,-69.1778,-6.4296,0.460,-1.7,976.1,0.7,16.000000,44.000000,0
2015-01-21T13:00:00,-69.1904,-6.4366,0.398,-1.7,976.1,0.3,16.000000,40.000000,0
2015-01-21T14:00:00,-69.2016,-6.4406,0.350,-1.6,976.1,0.1,16.000000,44.000000,0
2015-01-21T15:00:00,-69.2110,-6.4402,0.291,-1.6,976.0,-0.1,16.000000,44.000000,0
2015-01-21T16:00:00,-69.2180,-6.4434,0.220,-1.7,976.1,0.1,16.000000,40.000000,0
2015-01-21T17:00:00,-69.2226,-6.4536,0.181,-1.7,976.3,0.2,16.000000,44.000000,0
2015-01-21T18:00:00,-69.2260,-6.4730,0.238,-1.6,976.5,0.5,16.000000,44.000000,0
2015-01-21T19:00:00,-69.2302,-6.5026,0.351,-1.5,976.6,0.5,16.000000,40.000000,0
2015-01-21T20:00:00,-69.2354,-6.5356,0.397,-1.6,976.9,0.6,16.000000,44.000000,0
2015-01-21T21:00:00,-69.2414,-6.5698,0.419,-1.6,977.3,0.7,16.000000,44.000000,0
2015-01-21T22:00:00,-69.2484,-6.6026,0.421,-1.6,977.7,1.1,16.000000,44.000000,0
2015-01-21T23:00:00,-69.2574,-6.6312,0.420,-1.6,978.3,1.4,16.000000,44.000000,0
2015-01-22T00:00:00,-69.2684,-6.6550,0.430,-1.7,978.8,1.5,16.000000,44.000000,0
2015-01-22T01:00:00,-69.2788,-6.6682,0.353,-1.6,979.1,1.4,16.000000,44.000000,0
2015-01-22T02:00:00,-69.2860,-6.6796,0.256,-1.6,979.4,1.1,16.000000,44.000000,0
2015-01-22T03:00:00,-69.2912,-6.6900,0.197,-1.5,979.8,1.0,16.000000,40.000000,0
2015-01-22T04:00:00,-69.2956,-6.7042,0.207,-1.5,980.1,1.1,16.000000,40.000000,0
2015-01-22T05:00:00,-69.2992,-6.7222,0.227,-1.5,980.6,1.2,16.000000,44.000000,0
2015-01-22T06:00:00,-69.3020,-6.7442,0.256,-1.5,981.0,1.2,16.000000,44.000000,0
2015-01-22T07:00:00,-69.3048,-6.7706,0.302,-1.5,981.4,1.2,16.000000,44.000000,0
2015-01-22T08:00:00,-69.3084,-6.7978,0.318,-1.5,982.0,1.3,16.000000,40.000000,0
2015-01-22T09:00:00,-69.3136,-6.8256,0.345,-1.5,982.2,1.2,16.000000,44.000000,0
2015-01-22T10:00:00,-69.3192,-6.8512,0.330,-1.5,982.6,1.2,16.000000,44.000000,0
2015-01-22T11:00:00,-69.3254,-6.8738,0.313,-1.5,982.9,0.9,16.000000,44.000000,0
2015-01-22T12:00:00,-69.3310,-6.8908,0.254,-1.5,983.0,0.7,16.000000,44.000000,0
2015-01-22T13:00:00,-69.3362,-6.9030,0.209,-1.5,983.1,0.5,16.000000,40.000000,0
2015-01-22T14:00:00,-69.3410,-6.9122,0.180,-1.5,983.2,0.4,16.000000,44.000000,0
2015-01-22T15:00:00,-69.3460,-6.9224,0.191,-1.5,983.4,0.4,16.000000,44.000000,0
2015-01-22T16:00:00,-69.3496,-6.9344,0.172,-1.5,983.4,0.3,16.000000,44.000000,0
2015-01-22T17:00:00,-69.3524,-6.9498,0.189,-1.5,983.5,0.3,16.000000,44.000000,0
2015-01-22T18:00:00,-69.3548,-6.9698,0.231,-1.5,983.6,0.2,16.000000,44.000000,0
2015-01-22T19:00:00,-69.3574,-6.9940,0.277,-1.6,983.7,0.3,16.000000,44.000000,0
